Site,Date,FieldPlantSp,PlantSp,BloomStatus,NumFlower,Collector,SampleRound,Year
L33,6/13/14,LINCIL,Linanthis ciliatus,finishing bloom,1,AJR,1,2014
L33,6/29/13,LUPBRE,Lupinus breweri var. breweri,full,2,CRP,1,2013
L33,7/13/13,LUPBRE,Lupinus breweri var. breweri,finishing,2,GH,2,2013
L33,7/19/13,LUPBRE,Lupinus breweri var. breweri,finishing,1,LCP,3,2013
L33,7/31/13,LUPBRE,Lupinus breweri var. breweri,not blooming,0,CRP,4,2013
L33,6/13/14,LUPBRE,Lupinus breweri var. breweri,beginning to bloom to bloom,2,AJR,1,2014
L33,6/23/14,LUPBRE,Lupinus breweri var. breweri,not blooming,3,LTC,2,2014
L33,7/3/14,LUPBRE,Lupinus breweri var. breweri,finishing bloom,2,KK,3,2014
L33,7/13/14,LUPBRE,Lupinus breweri var. breweri,finishing bloom,1,KK,4,2014
N132,6/30/13,LUPBRE,Lupinus breweri var. breweri,full,4,LCP,1,2013
N132,7/14/13,LUPBRE,Lupinus breweri var. breweri,finishing,3,GH,2,2013
N132,7/20/13,LUPBRE,Lupinus breweri var. breweri,finishing,3,CRP,3,2013
N132,8/1/13,LUPBRE,Lupinus breweri var. breweri,not blooming,0,LCP,4,2013
N132,6/14/14,LUPBRE,Lupinus breweri var. breweri,full bloom,3,AJR,1,2014
N132,6/25/14,LUPBRE,Lupinus breweri var. breweri,full bloom,4,LTC,2,2014
N132,7/4/14,LUPBRE,Lupinus breweri var. breweri,full bloom,4,KK,3,2014
N132,7/14/14,LUPBRE,Lupinus breweri var. breweri,full bloom,4,LCP,4,2014
N133,7/8/13,LUPBRE,Lupinus breweri var. breweri,full,4,CRP,1,2013
N133,7/11/13,LUPBRE,Lupinus breweri var. breweri,full,4,GH,2,2013
N133,7/23/13,LUPBRE,Lupinus breweri var. breweri,finishing,2,LCP,3,2013
N133,7/25/13,LUPBRE,Lupinus breweri var. breweri,not blooming,0,GH,4,2013
N133,6/18/14,LUPBRE,Lupinus breweri var. breweri,beginning to bloom to bloom,1,LCP/KAK,1,2014
N133,7/7/14,LUPBRE,Lupinus breweri var. breweri,full bloom,3,KK,2,2014
N133,7/10/14,LUPBRE,Lupinus breweri var. breweri,full bloom,2,LCP,3,2014
N133,7/18/14,LUPBRE,Lupinus breweri var. breweri,full bloom,3,LTC,4,2014
N134,7/8/13,LUPBRE,Lupinus breweri var. breweri,finishing,2,LCP,1,2013
N134,7/11/13,LUPBRE,Lupinus breweri var. breweri,finishing,2,CRP,2,2013
N134,7/22/13,LUPBRE,Lupinus breweri var. breweri,not blooming,0,GH,3,2013
N134,7/25/13,LUPBRE,Lupinus breweri var. breweri,not blooming,0,CRP,4,2013
N134,6/17/14,LUPBRE,Lupinus breweri var. breweri,not blooming,3,JPS,1,2014
N134,7/6/14,LUPBRE,Lupinus breweri var. breweri,not blooming,0,LCP,2,2014
N134,7/9/14,LUPBRE,Lupinus breweri var. breweri,finishing bloom,3,KK,3,2014
N134,7/17/14,LUPBRE,Lupinus breweri var. breweri,not blooming,0,LCP,4,2014
N135,7/8/13,LUPBRE,Lupinus breweri var. breweri,finishing,2,GH,1,2013
N135,7/11/13,LUPBRE,Lupinus breweri var. breweri,finishing,2,LCP,2,2013
N135,7/22/13,LUPBRE,Lupinus breweri var. breweri,finishing,1,CRP,3,2013
N135,7/25/13,LUPBRE,Lupinus breweri var. breweri,finishing,1,LCP,4,2013
N135,6/18/14,LUPBRE,Lupinus breweri var. breweri,full bloom,3,LTC,1,2014
N135,7/6/14,LUPBRE,Lupinus breweri var. breweri,finishing bloom,2,KK,2,2014
N135,7/9/14,LUPBRE,Lupinus breweri var. breweri,full bloom,2,LCP,3,2014
N135,7/19/14,LUPBRE,Lupinus breweri var. breweri,not blooming,0,LCP,4,2014
N137,7/9/13,LUPBRE,Lupinus breweri var. breweri,full,4,CRP,1,2013
N137,7/12/13,LUPBRE,Lupinus breweri var. breweri,full,4,GH,2,2013
N137,7/24/13,LUPBRE,Lupinus breweri var. breweri,finishing,2,LCP,3,2013
N137,7/26/13,LUPBRE,Lupinus breweri var. breweri,finishing,2,CRP,4,2013
N137,6/19/14,LUPBRE,Lupinus breweri var. breweri,not blooming,0,LCP/KAK,1,2014
N137,7/7/14,LUPBRE,Lupinus breweri var. breweri,full bloom,3,LTC,2,2014
N137,7/10/14,LUPBRE,Lupinus breweri var. breweri,full bloom,3,LTC,3,2014
N137,7/19/14,LUPBRE,Lupinus breweri var. breweri,finishing bloom,2,LTC,4,2014
N139,7/9/13,LUPBRE,Lupinus breweri var. breweri,not blooming,0,LCP,1,2013
N139,7/12/13,LUPBRE,Lupinus breweri var. breweri,not blooming,0,CRP,2,2013
N139,7/24/13,LUPBRE,Lupinus breweri var. breweri,not blooming,0,GH,3,2013
N139,7/26/13,LUPBRE,Lupinus breweri var. breweri,not blooming,0,GH,4,2013
N139,6/18/14,LUPBRE,Lupinus breweri var. breweri,not blooming,4,JPS,1,2014
N139,7/6/14,LUPBRE,Lupinus breweri var. breweri,not blooming,0,LTC,2,2014
N139,7/9/14,LUPBRE,Lupinus breweri var. breweri,not blooming,3,LTC,3,2014
N139,7/18/14,LUPBRE,Lupinus breweri var. breweri,not blooming,0,LCP,4,2014
P24,6/27/13,LUPBRE,Lupinus breweri var. breweri,full,1,CC,1,2013
P24,7/13/13,LUPBRE,Lupinus breweri var. breweri,finishing,2,CRP,2,2013
P24,7/19/13,LUPBRE,Lupinus breweri var. breweri,finishing,1,CRP,3,2013
P24,7/29/13,LUPBRE,Lupinus breweri var. breweri,finishing,1,GH,4,2013
P24,6/12/14,LUPBRE,Lupinus breweri var. breweri,not blooming,0,JPS,1,2014
P24,6/23/14,LUPBRE,Lupinus breweri var. breweri,not blooming,0,KK,2,2014
P24,7/2/14,LUPBRE,Lupinus breweri var. breweri,finishing bloom,2,KK,3,2014
P24,7/13/14,LUPBRE,Lupinus breweri var. breweri,finishing bloom,2,MRM,4,2014
P310,6/29/13,LUPBRE,Lupinus breweri var. breweri,full,4,LCP,1,2013
P310,7/13/13,LUPBRE,Lupinus breweri var. breweri,full,4,BES,2,2013
P310,7/17/13,LUPBRE,Lupinus breweri var. breweri,full,4,CRP,3,2013
P310,7/31/13,LUPBRE,Lupinus breweri var. breweri,finishing,2,GH,4,2013
P310,6/12/14,LUPBRE,Lupinus breweri var. breweri,beginning to bloom to bloom,2,LCP,1,2014
P310,6/24/14,LUPBRE,Lupinus breweri var. breweri,full bloom,,LCP,2,2014
P310,7/1/14,LUPBRE,Lupinus breweri var. breweri,full bloom,3,KK,3,2014
P310,7/13/14,LUPBRE,Lupinus breweri var. breweri,finishing bloom,3,CV,4,2014
P37,6/28/13,LUPBRE,Lupinus breweri var. breweri,full,3,CRP,1,2013
P37,7/13/13,LUPBRE,Lupinus breweri var. breweri,finishing,2,LCP,2,2013
P37,7/19/13,LUPBRE,Lupinus breweri var. breweri,not blooming,0,GH,3,2013
P37,7/30/13,LUPBRE,Lupinus breweri var. breweri,not blooming,0,GH,4,2013
P37,6/13/14,LUPBRE,Lupinus breweri var. breweri,full bloom,4,JPS/LTC,1,2014
P37,6/24/14,LUPBRE,Lupinus breweri var. breweri,full bloom,3,KK,2,2014
P37,7/1/14,LUPBRE,Lupinus breweri var. breweri,full bloom,2,LCP,3,2014
P37,7/13/14,LUPBRE,Lupinus breweri var. breweri,,,LKM,4,2014
W04,6/30/13,LUPBRE,Lupinus breweri var. breweri,full,2,CRP,1,2013
W04,7/14/13,LUPBRE,Lupinus breweri var. breweri,full,2,LCP,2,2013
W04,7/20/13,LUPBRE,Lupinus breweri var. breweri,finishing,2,GH,3,2013
W04,8/1/13,LUPBRE,Lupinus breweri var. breweri,finishing,2,GH,4,2013
W04,6/14/14,LUPBRE,Lupinus breweri var. breweri,not blooming,0,JPS/LTC,1,2014
W04,6/25/14,LUPBRE,Lupinus breweri var. breweri,full bloom,2,LCP,2,2014
W04,7/4/14,LUPBRE,Lupinus breweri var. breweri,full bloom,2,LCP,3,2014
W04,7/14/14,LUPBRE,Lupinus breweri var. breweri,full bloom,4,LTC,4,2014
L21,6/26/13,LUPFUL,Lupinus fulcratus,full,2,LCP,1,2013
L21,7/13/13,LUPFUL,Lupinus fulcratus,full,2,LKM,2,2013
L21,7/17/13,LUPFUL,Lupinus fulcratus,finishing,2,LCP,3,2013
L21,7/30/13,LUPFUL,Lupinus fulcratus,finishing,1,LCP,4,2013
L21,6/12/14,LUPFUL,Lupinus fulcratus,full bloom,2,LKM,1,2014
L21,6/22/14,LUPFUL,Lupinus fulcratus,full bloom,1,LCP/EK,2,2014
L21,7/3/14,LUPFUL,Lupinus fulcratus,full bloom,2,KD,3,2014
L21,7/13/14,LUPFUL,Lupinus fulcratus,finishing bloom,2,KC,4,2014
N137,7/9/13,LUPFUL,Lupinus fulcratus,full,3,CRP,1,2013
N137,7/12/13,LUPFUL,Lupinus fulcratus,full,3,GH,2,2013
N137,7/24/13,LUPFUL,Lupinus fulcratus,finishing,2,LCP,3,2013
N137,7/26/13,LUPFUL,Lupinus fulcratus,finishing,2,CRP,4,2013
N137,6/19/14,LUPFUL,Lupinus fulcratus,not blooming,0,LCP/KAK,1,2014
N137,7/7/14,LUPFUL,Lupinus fulcratus,full bloom,1,LTC,2,2014
N137,7/10/14,LUPFUL,Lupinus fulcratus,full bloom,1,LTC,3,2014
N137,7/19/14,LUPFUL,Lupinus fulcratus,full bloom,2,LTC,4,2014
L21,6/26/13,LUPLAT,Lupinus latifolius var. columbianus,full,1,LCP,1,2013
L21,7/13/13,LUPLAT,Lupinus latifolius var. columbianus,finishing,1,LKM,2,2013
L21,7/17/13,LUPLAT,Lupinus latifolius var. columbianus,finishing,1,LCP,3,2013
L21,7/30/13,LUPLAT,Lupinus latifolius var. columbianus,finishing,1,LCP,4,2013
L21,6/12/14,LUPLAT,Lupinus latifolius var. columbianus,not blooming,0,LKM,1,2014
L21,6/22/14,LUPLAT,Lupinus latifolius var. columbianus,beginning to bloom to bloom,1,LCP/EK,2,2014
L21,7/3/14,LUPLAT,Lupinus latifolius var. columbianus,full bloom,3,KD,3,2014
L21,7/13/14,LUPLAT,Lupinus latifolius var. columbianus,full bloom,1,KC,4,2014
L24,6/27/13,LUPLAT,Lupinus latifolius var. columbianus,full,2,LKM,1,2013
L24,7/13/13,LUPLAT,Lupinus latifolius var. columbianus,full,2,SB,2,2013
L24,7/18/13,LUPLAT,Lupinus latifolius var. columbianus,finishing,2,LCP,3,2013
L24,7/31/13,LUPLAT,Lupinus latifolius var. columbianus,finishing,2,LCP,4,2013
L24,6/13/14,LUPLAT,Lupinus latifolius var. columbianus,not blooming,0,LKM,1,2014
L24,6/23/14,LUPLAT,Lupinus latifolius var. columbianus,not blooming,0,LCP/EK,2,2014
L24,7/2/14,LUPLAT,Lupinus latifolius var. columbianus,finishing bloom,2,MV/KD,3,2014
L24,7/13/14,LUPLAT,Lupinus latifolius var. columbianus,full bloom,2,LTC,4,2014
L35,6/27/13,LUPLAT,Lupinus latifolius var. columbianus,beginning to bloom,1,LCP,1,2013
L35,7/13/13,LUPLAT,Lupinus latifolius var. columbianus,beginning to bloom,3,SH,2,2013
L35,7/18/13,LUPLAT,Lupinus latifolius var. columbianus,full,4,CRP,3,2013
L35,7/29/13,LUPLAT,Lupinus latifolius var. columbianus,finishing,4,LCP,4,2013
L35,6/12/14,LUPLAT,Lupinus latifolius var. columbianus,full bloom,3,LTC,1,2014
L35,6/22/14,LUPLAT,Lupinus latifolius var. columbianus,full bloom,2,KK,2,2014
L35,7/3/14,LUPLAT,Lupinus latifolius var. columbianus,finishing bloom,3,MV,3,2014
L35,7/13/14,LUPLAT,Lupinus latifolius var. columbianus,finishing bloom,2,LCP,4,2014
N134,7/8/13,LUPLAT,Lupinus latifolius var. columbianus,full,4,LCP,1,2013
N134,7/11/13,LUPLAT,Lupinus latifolius var. columbianus,full,4,CRP,2,2013
N134,7/22/13,LUPLAT,Lupinus latifolius var. columbianus,finishing,4,GH,3,2013
N134,7/25/13,LUPLAT,Lupinus latifolius var. columbianus,finishing,4,CRP,4,2013
N134,6/17/14,LUPLAT,Lupinus latifolius var. columbianus,not blooming,5,JPS,1,2014
N134,7/6/14,LUPLAT,Lupinus latifolius var. columbianus,full bloom,4,LCP,2,2014
N134,7/9/14,LUPLAT,Lupinus latifolius var. columbianus,full bloom,5,KK,3,2014
N134,7/17/14,LUPLAT,Lupinus latifolius var. columbianus,full bloom,4,LCP,4,2014
N136,7/9/13,LUPLAT,Lupinus latifolius var. columbianus,full,2,GH,1,2013
N136,7/12/13,LUPLAT,Lupinus latifolius var. columbianus,full,2,LCP,2,2013
N136,7/24/13,LUPLAT,Lupinus latifolius var. columbianus,finishing,2,CRP,3,2013
N136,7/26/13,LUPLAT,Lupinus latifolius var. columbianus,finishing,2,LCP,4,2013
N136,6/17/14,LUPLAT,Lupinus latifolius var. columbianus,full bloom,1,LTC,1,2014
N136,7/7/14,LUPLAT,Lupinus latifolius var. columbianus,full bloom,1,LCP,2,2014
N136,7/10/14,LUPLAT,Lupinus latifolius var. columbianus,full bloom,3,KK,3,2014
N136,7/17/14,LUPLAT,Lupinus latifolius var. columbianus,full bloom,2,LTC,4,2014
L21,6/26/13,MADGRA,Madia gracilis,beginning to bloom,2,LCP,1,2013
L21,7/13/13,MADGRA,Madia gracilis,full,4,LKM,2,2013
L21,7/17/13,MADGRA,Madia gracilis,full,4,LCP,3,2013
L21,7/30/13,MADGRA,Madia gracilis,finishing,4,LCP,4,2013
L21,6/12/14,MADGRA,Madia gracilis,not blooming,0,LKM,1,2014
L21,6/22/14,MADGRA,Madia gracilis,not blooming,0,LCP/EK,2,2014
L21,7/3/14,MADGRA,Madia gracilis,finishing bloom,2,KD,3,2014
L21,7/13/14,MADGRA,Madia gracilis,full bloom,2,KC,4,2014
N135,7/8/13,MALFLO,Malacothrix floccifera,full,2,GH,1,2013
N135,7/11/13,MALFLO,Malacothrix floccifera,full,2,LCP,2,2013
N135,7/22/13,MALFLO,Malacothrix floccifera,finishing,1,CRP,3,2013
N135,7/25/13,MALFLO,Malacothrix floccifera,finishing,1,LCP,4,2013
N135,6/18/14,MALFLO,Malacothrix floccifera,not blooming,0,LTC,1,2014
N135,7/6/14,MALFLO,Malacothrix floccifera,not blooming,0,KK,2,2014
N135,7/9/14,MALFLO,Malacothrix floccifera,beginning to bloom to bloom,1,LCP,3,2014
N135,7/19/14,MALFLO,Malacothrix floccifera,beginning to bloom to bloom,1,LCP,4,2014
N137,7/9/13,MALFLO,Malacothrix floccifera,full,2,CRP,1,2013
N137,7/12/13,MALFLO,Malacothrix floccifera,full,2,GH,2,2013
N137,7/24/13,MALFLO,Malacothrix floccifera,finishing,2,LCP,3,2013
N137,7/26/13,MALFLO,Malacothrix floccifera,finishing,2,CRP,4,2013
N137,6/19/14,MALFLO,Malacothrix floccifera,not blooming,0,LCP/KAK,1,2014
N137,7/7/14,MALFLO,Malacothrix floccifera,not blooming,0,LTC,2,2014
N137,7/10/14,MALFLO,Malacothrix floccifera,not blooming,0,LTC,3,2014
N137,7/19/14,MALFLO,Malacothrix floccifera,full bloom,1,LTC,4,2014
W04,7/14/14,MALFLO,Malacothrix floccifera,full bloom,2,LTC,4,2014
N136,7/9/13,MIMFLO,Mimulus floribundus,full,2,GH,1,2013
N136,7/12/13,MIMFLO,Mimulus floribundus,full,2,LCP,2,2013
N136,7/24/13,MIMFLO,Mimulus floribundus,full,2,CRP,3,2013
N136,7/26/13,MIMFLO,Mimulus floribundus,full,2,LCP,4,2013
N136,6/17/14,MIMFLO,Mimulus floribundus,full bloom,3,LTC,1,2014
N136,7/7/14,MIMFLO,Mimulus floribundus,beginning to bloom to bloom,1,LCP,2,2014
N136,7/10/14,MIMFLO,Mimulus floribundus,full bloom,3,KK,3,2014
N136,7/17/14,MIMFLO,Mimulus floribundus,full bloom,2,LTC,4,2014
L33,6/13/14,MIMWHI,Mimulus whitneyi,full bloom,2,AJR,1,2014
N139,7/9/13,MIMWHI,Mimulus whitneyi,finishing,1,LCP,1,2013
N139,7/12/13,MIMWHI,Mimulus whitneyi,finishing,1,CRP,2,2013
N139,7/24/13,MIMWHI,Mimulus whitneyi,not blooming,0,GH,3,2013
N139,7/26/13,MIMWHI,Mimulus whitneyi,not blooming,0,GH,4,2013
N139,6/18/14,MIMWHI,Mimulus whitneyi,full bloom,3,JPS,1,2014
N139,7/6/14,MIMWHI,Mimulus whitneyi,not blooming,0,LTC,2,2014
N139,7/9/14,MIMWHI,Mimulus whitneyi,full bloom,1,LTC,3,2014
N139,7/18/14,MIMWHI,Mimulus whitneyi,finishing bloom,1,LCP,4,2014
L21,6/26/13,MONODO,Monardella odoratissima ssp. pallida,beginning to bloom,1,LCP,1,2013
L21,7/13/13,MONODO,Monardella odoratissima ssp. pallida,beginning to bloom,2,LKM,2,2013
L21,7/17/13,MONODO,Monardella odoratissima ssp. pallida,full,2,LCP,3,2013
L21,7/30/13,MONODO,Monardella odoratissima ssp. pallida,finishing,2,LCP,4,2013
L21,6/12/14,MONODO,Monardella odoratissima ssp. pallida,full bloom,2,LKM,1,2014
L21,6/22/14,MONODO,Monardella odoratissima ssp. pallida,not blooming,0,LCP/EK,2,2014
L21,7/3/14,MONODO,Monardella odoratissima ssp. pallida,finishing bloom,1,KD,3,2014
L21,7/13/14,MONODO,Monardella odoratissima ssp. pallida,full bloom,2,KC,4,2014
L24,6/13/14,MONODO,Monardella odoratissima ssp. pallida,full bloom,3,LKM,1,2014
L33,6/29/13,MONODO,Monardella odoratissima ssp. pallida,full,2,CRP,1,2013
L33,7/13/13,MONODO,Monardella odoratissima ssp. pallida,full,2,GH,2,2013
L33,7/19/13,MONODO,Monardella odoratissima ssp. pallida,finishing,2,LCP,3,2013
L33,7/31/13,MONODO,Monardella odoratissima ssp. pallida,not blooming,0,CRP,4,2013
L33,6/13/14,MONODO,Monardella odoratissima ssp. pallida,not blooming,0,AJR,1,2014
L33,6/23/14,MONODO,Monardella odoratissima ssp. pallida,full bloom,1,LTC,2,2014
L33,7/3/14,MONODO,Monardella odoratissima ssp. pallida,finishing bloom,2,KK,3,2014
L33,7/13/14,MONODO,Monardella odoratissima ssp. pallida,full bloom,2,KK,4,2014
N131,6/30/13,MONODO,Monardella odoratissima ssp. pallida,full,3,CK,1,2013
N131,7/14/13,MONODO,Monardella odoratissima ssp. pallida,finishing,3,CRP,2,2013
N131,7/20/13,MONODO,Monardella odoratissima ssp. pallida,finishing,2,LCP,3,2013
N131,8/1/13,MONODO,Monardella odoratissima ssp. pallida,finishing,2,CRP,4,2013
N131,6/14/14,MONODO,Monardella odoratissima ssp. pallida,beginning to bloom to bloom,1,LCP,1,2014
N131,6/25/14,MONODO,Monardella odoratissima ssp. pallida,full bloom,3,KK,2,2014
N131,7/4/14,MONODO,Monardella odoratissima ssp. pallida,beginning to bloom to bloom,4,MV/KD,3,2014
N131,7/14/14,MONODO,Monardella odoratissima ssp. pallida,finishing bloom,3,KK,4,2014
N135,7/8/13,MONODO,Monardella odoratissima ssp. pallida,finishing,2,GH,1,2013
N135,7/11/13,MONODO,Monardella odoratissima ssp. pallida,finishing,2,LCP,2,2013
N135,7/22/13,MONODO,Monardella odoratissima ssp. pallida,not blooming,0,CRP,3,2013
N135,7/25/13,MONODO,Monardella odoratissima ssp. pallida,not blooming,0,LCP,4,2013
N135,6/18/14,MONODO,Monardella odoratissima ssp. pallida,beginning to bloom to bloom,2,LTC,1,2014
N135,7/6/14,MONODO,Monardella odoratissima ssp. pallida,full bloom,5,KK,2,2014
N135,7/9/14,MONODO,Monardella odoratissima ssp. pallida,full bloom,2,LCP,3,2014
N135,7/19/14,MONODO,Monardella odoratissima ssp. pallida,finishing bloom,1,LCP,4,2014
N137,7/9/13,MONODO,Monardella odoratissima ssp. pallida,full,2,CRP,1,2013
N137,7/12/13,MONODO,Monardella odoratissima ssp. pallida,full,2,GH,2,2013
N137,7/24/13,MONODO,Monardella odoratissima ssp. pallida,full,2,LCP,3,2013
N137,7/26/13,MONODO,Monardella odoratissima ssp. pallida,finishing,2,CRP,4,2013
N137,6/19/14,MONODO,Monardella odoratissima ssp. pallida,not blooming,0,LCP/KAK,1,2014
N137,7/7/14,MONODO,Monardella odoratissima ssp. pallida,not blooming,0,LTC,2,2014
N137,7/10/14,MONODO,Monardella odoratissima ssp. pallida,finishing bloom,1,LTC,3,2014
N137,7/19/14,MONODO,Monardella odoratissima ssp. pallida,not blooming,0,LTC,4,2014
N139,7/9/13,MONODO,Monardella odoratissima ssp. pallida,finishing,2,LCP,1,2013
N139,7/12/13,MONODO,Monardella odoratissima ssp. pallida,finishing,2,CRP,2,2013
N139,7/24/13,MONODO,Monardella odoratissima ssp. pallida,finishing,2,GH,3,2013
N139,7/26/13,MONODO,Monardella odoratissima ssp. pallida,finishing,2,GH,4,2013
N139,6/18/14,MONODO,Monardella odoratissima ssp. pallida,not blooming,3,JPS,1,2014
N139,7/6/14,MONODO,Monardella odoratissima ssp. pallida,full bloom,1,LTC,2,2014
N139,7/9/14,MONODO,Monardella odoratissima ssp. pallida,finishing bloom,1,LTC,3,2014
N139,7/18/14,MONODO,Monardella odoratissima ssp. pallida,finishing bloom,1,LCP,4,2014
P310,6/29/13,MONODO,Monardella odoratissima ssp. pallida,beginning to bloom,1,LCP,1,2013
P310,7/13/13,MONODO,Monardella odoratissima ssp. pallida,finishing,3,BES,2,2013
P310,7/17/13,MONODO,Monardella odoratissima ssp. pallida,finishing,3,CRP,3,2013
P310,7/31/13,MONODO,Monardella odoratissima ssp. pallida,finishing,3,GH,4,2013
P310,6/12/14,MONODO,Monardella odoratissima ssp. pallida,not blooming,0,LCP,1,2014
P310,6/24/14,MONODO,Monardella odoratissima ssp. pallida,beginning to bloom to bloom,1,LCP,2,2014
P310,7/1/14,MONODO,Monardella odoratissima ssp. pallida,finishing bloom,2,KK,3,2014
P310,7/13/14,MONODO,Monardella odoratissima ssp. pallida,finishing bloom,2,CV,4,2014
P33,6/27/13,MONODO,Monardella odoratissima ssp. pallida,not blooming,0,CRP,1,2013
P33,7/13/13,MONODO,Monardella odoratissima ssp. pallida,finishing,2,RW,2,2013
P33,7/18/13,MONODO,Monardella odoratissima ssp. pallida,finishing,2,GH,3,2013
P33,7/29/13,MONODO,Monardella odoratissima ssp. pallida,finishing,2,CRP,4,2013
P33,6/12/14,MONODO,Monardella odoratissima ssp. pallida,not blooming,0,AJR,1,2014
P33,6/22/14,MONODO,Monardella odoratissima ssp. pallida,not blooming,0,LTC,2,2014
P33,7/2/14,MONODO,Monardella odoratissima ssp. pallida,beginning to bloom to bloom,1,LCP,3,2014
P33,7/13/14,MONODO,Monardella odoratissima ssp. pallida,full bloom,2,LMH,4,2014
P43,6/28/13,MONODO,Monardella odoratissima ssp. pallida,full,1,LCP,1,2013
P43,7/13/13,MONODO,Monardella odoratissima ssp. pallida,finishing,1,TS,2,2013
P43,7/17/13,MONODO,Monardella odoratissima ssp. pallida,finishing,1,GH,3,2013
P43,7/30/13,MONODO,Monardella odoratissima ssp. pallida,not blooming,0,CRP,4,2013
P43,6/13/14,MONODO,Monardella odoratissima ssp. pallida,not blooming,0,LCP,1,2014
P43,6/24/14,MONODO,Monardella odoratissima ssp. pallida,not blooming,0,LTC,2,2014
P43,7/3/14,MONODO,Monardella odoratissima ssp. pallida,full bloom,1,LCP,3,2014
P43,7/13/14,MONODO,Monardella odoratissima ssp. pallida,not blooming,0,PG,4,2014
L24,6/27/13,Osmorhiza bertero ssp. chilensis,Osmorhiza bertero ssp. chilensis,not blooming,0,LKM,1,2013
L24,7/13/13,Osmorhiza bertero ssp. chilensis,Osmorhiza bertero ssp. chilensis,full,3,SB,2,2013
L24,7/18/13,Osmorhiza bertero ssp. chilensis,Osmorhiza bertero ssp. chilensis,full,3,LCP,3,2013
L24,7/31/13,Osmorhiza bertero ssp. chilensis,Osmorhiza bertero ssp. chilensis,finishing,2,LCP,4,2013
L24,6/13/14,Osmorhiza bertero ssp. chilensis,Osmorhiza bertero ssp. chilensis,not blooming,0,LKM,1,2014
L24,6/23/14,Osmorhiza bertero ssp. chilensis,Osmorhiza bertero ssp. chilensis,not blooming,0,LCP/EK,2,2014
L24,7/2/14,Osmorhiza bertero ssp. chilensis,Osmorhiza bertero ssp. chilensis,not blooming,0,MV/KD,3,2014
L24,7/13/14,Osmorhiza bertero ssp. chilensis,Osmorhiza bertero ssp. chilensis,not blooming,0,LTC,4,2014
N136,7/9/13,Osmorhiza bertero ssp. chilensis,Osmorhiza bertero ssp. chilensis,not blooming,0,GH,1,2013
N136,7/12/13,Osmorhiza bertero ssp. chilensis,Osmorhiza bertero ssp. chilensis,not blooming,0,LCP,2,2013
N136,7/24/13,Osmorhiza bertero ssp. chilensis,Osmorhiza bertero ssp. chilensis,full,3,CRP,3,2013
N136,7/26/13,Osmorhiza bertero ssp. chilensis,Osmorhiza bertero ssp. chilensis,full,2,LCP,4,2013
N136,6/17/14,Osmorhiza bertero ssp. chilensis,Osmorhiza bertero ssp. chilensis,full bloom,2,LTC,1,2014
N136,7/7/14,Osmorhiza bertero ssp. chilensis,Osmorhiza bertero ssp. chilensis,not blooming,0,LCP,2,2014
N136,7/10/14,Osmorhiza bertero ssp. chilensis,Osmorhiza bertero ssp. chilensis,full bloom,2,KK,3,2014
N136,7/17/14,Osmorhiza bertero ssp. chilensis,Osmorhiza bertero ssp. chilensis,not blooming,0,LTC,4,2014
P24,6/27/13,PEDSEM,Pedicularis semibarbata,finishing,1,CC,1,2013
P24,7/13/13,PEDSEM,Pedicularis semibarbata,not blooming,0,CRP,2,2013
P24,7/19/13,PEDSEM,Pedicularis semibarbata,not blooming,0,CRP,3,2013
P24,7/29/13,PEDSEM,Pedicularis semibarbata,not blooming,0,GH,4,2013
P24,6/12/14,PEDSEM,Pedicularis semibarbata,not blooming,0,JPS,1,2014
P24,6/23/14,PEDSEM,Pedicularis semibarbata,beginning to bloom to bloom,2,KK,2,2014
P24,7/2/14,PEDSEM,Pedicularis semibarbata,beginning to bloom to bloom,0,KK,3,2014
P24,7/13/14,PEDSEM,Pedicularis semibarbata,not blooming,0,MRM,4,2014
N135,7/8/13,PENNEW,Penstemon newberryi var.newberryi,not blooming,0,GH,1,2013
N135,7/11/13,PENNEW,Penstemon newberryi var.newberryi,not blooming,0,LCP,2,2013
N135,7/22/13,PENNEW,Penstemon newberryi var.newberryi,not blooming,0,CRP,3,2013
N135,7/25/13,PENNEW,Penstemon newberryi var.newberryi,not blooming,0,LCP,4,2013
N135,6/18/14,PENNEW,Penstemon newberryi var.newberryi,full bloom,3,LTC,1,2014
N135,7/6/14,PENNEW,Penstemon newberryi var.newberryi,finishing bloom,1,KK,2,2014
N135,7/9/14,PENNEW,Penstemon newberryi var.newberryi,not blooming,0,LCP,3,2014
N135,7/19/14,PENNEW,Penstemon newberryi var.newberryi,not blooming,0,LCP,4,2014
P37,7/1/14,PENNEW,Penstemon newberryi var.newberryi,finishing bloom,1,LCP,3,2014
L21,6/26/13,PHAHAS,Phacelia hastata ssp. compacta,full,2,LCP,1,2013
L21,7/13/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,1,LKM,2,2013
L21,7/17/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,1,LCP,3,2013
L21,7/30/13,PHAHAS,Phacelia hastata ssp. compacta,not blooming,0,LCP,4,2013
L21,6/12/14,PHAHAS,Phacelia hastata ssp. compacta,not blooming,0,LKM,1,2014
L21,6/22/14,PHAHAS,Phacelia hastata ssp. compacta,full bloom,2,LCP/EK,2,2014
L21,7/3/14,PHAHAS,Phacelia hastata ssp. compacta,finishing bloom,4,KD,3,2014
