"Site","Date","BloomStatus","FlowerNum","PlantGenus","PlantSpecies","PlantVar","PlantSubSpecies","Year","doy","Occ","logFlowerNum","PlantGenusSpecies","SiteStatus"
"L24",2013-07-18,"not blooming",0,"Calochortus","spp.","","","2013",199,0,0,"Calochortus spp.","HIGH"
"L24",2013-07-31,"not blooming",0,"Calochortus","spp.","","","2013",212,0,0,"Calochortus spp.","HIGH"
"L24",2014-06-13,"not blooming",0,"Calochortus","spp.","","","2014",164,0,0,"Calochortus spp.","HIGH"
"L24",2014-06-23,"not blooming",0,"Calochortus","spp.","","","2014",174,0,0,"Calochortus spp.","HIGH"
"L24",2014-07-02,"not blooming",0,"Calochortus","spp.","","","2014",183,0,0,"Calochortus spp.","HIGH"
"L24",2014-07-13,"not blooming",0,"Calochortus","spp.","","","2014",194,0,0,"Calochortus spp.","HIGH"
"L33",2013-06-29,"full bloom",1,"Calochortus","spp.","","","2013",180,1,1,"Calochortus spp.","LOW"
"L33",2013-07-13,"not blooming",0,"Calochortus","spp.","","","2013",194,0,0,"Calochortus spp.","LOW"
"L33",2013-07-19,"not blooming",0,"Calochortus","spp.","","","2013",200,0,0,"Calochortus spp.","LOW"
"L33",2013-07-31,"not blooming",0,"Calochortus","spp.","","","2013",212,0,0,"Calochortus spp.","LOW"
"L33",2014-06-13,"not blooming",0,"Calochortus","spp.","","","2014",164,0,0,"Calochortus spp.","LOW"
"L33",2014-06-23,"full bloom",1,"Calochortus","spp.","","","2014",174,1,1,"Calochortus spp.","LOW"
"L33",2014-07-03,"full bloom",1,"Calochortus","spp.","","","2014",184,1,1,"Calochortus spp.","LOW"
"L33",2014-07-13,"not blooming",0,"Calochortus","spp.","","","2014",194,0,0,"Calochortus spp.","LOW"
"L35",2014-06-12,"not blooming",0,"Calochortus","spp.","","","2014",163,0,0,"Calochortus spp.","MOD"
"L35",2014-06-22,"not blooming",0,"Calochortus","spp.","","","2014",173,0,0,"Calochortus spp.","MOD"
"L35",2014-07-03,"finishing bloom",1,"Calochortus","spp.","","","2014",184,1,1,"Calochortus spp.","MOD"
"L35",2014-07-13,"not blooming",0,"Calochortus","spp.","","","2014",194,0,0,"Calochortus spp.","MOD"
"N131",2013-06-30,"finishing bloom",1,"Calochortus","spp.","","","2013",181,1,1,"Calochortus spp.","LOW"
"N131",2013-07-14,"not blooming",0,"Calochortus","spp.","","","2013",195,0,0,"Calochortus spp.","LOW"
"N131",2013-07-20,"not blooming",0,"Calochortus","spp.","","","2013",201,0,0,"Calochortus spp.","LOW"
"N131",2013-08-01,"not blooming",0,"Calochortus","spp.","","","2013",213,0,0,"Calochortus spp.","LOW"
"N131",2014-06-14,"not blooming",0,"Calochortus","spp.","","","2014",165,0,0,"Calochortus spp.","LOW"
"N131",2014-06-25,"full bloom",1,"Calochortus","spp.","","","2014",176,1,1,"Calochortus spp.","LOW"
"N131",2014-07-04,"beginning to bloom to bloom",1,"Calochortus","spp.","","","2014",185,1,1,"Calochortus spp.","LOW"
"N131",2014-07-14,"not blooming",0,"Calochortus","spp.","","","2014",195,0,0,"Calochortus spp.","LOW"
"N132",2014-06-14,"full bloom",1,"Calochortus","spp.","","","2014",165,1,1,"Calochortus spp.","MOD"
"N132",2014-06-25,"full bloom",1,"Calochortus","spp.","","","2014",176,1,1,"Calochortus spp.","MOD"
"N132",2014-07-04,"not blooming",0,"Calochortus","spp.","","","2014",185,0,0,"Calochortus spp.","MOD"
"N132",2014-07-14,"not blooming",0,"Calochortus","spp.","","","2014",195,0,0,"Calochortus spp.","MOD"
"N135",2014-06-18,"full bloom",1,"Calochortus","spp.","","","2014",169,1,1,"Calochortus spp.","MOD"
"N135",2014-07-06,"full bloom",1,"Calochortus","spp.","","","2014",187,1,1,"Calochortus spp.","MOD"
"N135",2014-07-09,"not blooming",0,"Calochortus","spp.","","","2014",190,0,0,"Calochortus spp.","MOD"
"N135",2014-07-19,"not blooming",0,"Calochortus","spp.","","","2014",200,0,0,"Calochortus spp.","MOD"
"N137",2014-06-19,"not blooming",0,"Calochortus","spp.","","","2014",170,0,0,"Calochortus spp.","HIGH"
"N137",2014-07-07,"full bloom",1,"Calochortus","spp.","","","2014",188,1,1,"Calochortus spp.","HIGH"
"N137",2014-07-10,"full bloom",1,"Calochortus","spp.","","","2014",191,1,1,"Calochortus spp.","HIGH"
"N137",2014-07-19,"not blooming",0,"Calochortus","spp.","","","2014",200,0,0,"Calochortus spp.","HIGH"
"P24",2013-06-27,"full bloom",1,"Calochortus","spp.","","","2013",178,1,1,"Calochortus spp.","LOW"
"P24",2013-07-13,"not blooming",0,"Calochortus","spp.","","","2013",194,0,0,"Calochortus spp.","LOW"
"P24",2013-07-19,"not blooming",0,"Calochortus","spp.","","","2013",200,0,0,"Calochortus spp.","LOW"
"P24",2013-07-29,"not blooming",0,"Calochortus","spp.","","","2013",210,0,0,"Calochortus spp.","LOW"
"P24",2014-06-12,"not blooming",0,"Calochortus","spp.","","","2014",163,0,0,"Calochortus spp.","LOW"
"P24",2014-06-23,"not blooming",0,"Calochortus","spp.","","","2014",174,0,0,"Calochortus spp.","LOW"
"P24",2014-07-02,"finishing bloom",1,"Calochortus","spp.","","","2014",183,1,1,"Calochortus spp.","LOW"
"P24",2014-07-13,"not blooming",0,"Calochortus","spp.","","","2014",194,0,0,"Calochortus spp.","LOW"
"P310",2013-06-29,"finishing bloom",1,"Calochortus","spp.","","","2013",180,1,1,"Calochortus spp.","HIGH"
"P310",2013-07-13,"not blooming",0,"Calochortus","spp.","","","2013",194,0,0,"Calochortus spp.","HIGH"
"P310",2013-07-17,"not blooming",0,"Calochortus","spp.","","","2013",198,0,0,"Calochortus spp.","HIGH"
"P310",2013-07-31,"not blooming",0,"Calochortus","spp.","","","2013",212,0,0,"Calochortus spp.","HIGH"
"P310",2014-06-12,"not blooming",0,"Calochortus","spp.","","","2014",163,0,0,"Calochortus spp.","HIGH"
"P310",2014-06-24,"full bloom",1,"Calochortus","spp.","","","2014",175,1,1,"Calochortus spp.","HIGH"
"P310",2014-07-01,"full bloom",1,"Calochortus","spp.","","","2014",182,1,1,"Calochortus spp.","HIGH"
"P310",2014-07-13,"finishing bloom",1,"Calochortus","spp.","","","2014",194,1,1,"Calochortus spp.","HIGH"
"P37",2013-06-28,"full bloom",1,"Calochortus","spp.","","","2013",179,1,1,"Calochortus spp.","LOW"
"P37",2013-07-13,"not blooming",0,"Calochortus","spp.","","","2013",194,0,0,"Calochortus spp.","LOW"
"P37",2013-07-19,"not blooming",0,"Calochortus","spp.","","","2013",200,0,0,"Calochortus spp.","LOW"
"P37",2013-07-30,"not blooming",0,"Calochortus","spp.","","","2013",211,0,0,"Calochortus spp.","LOW"
"P37",2014-06-13,"not blooming",0,"Calochortus","spp.","","","2014",164,0,0,"Calochortus spp.","LOW"
"P37",2014-06-24,"not blooming",0,"Calochortus","spp.","","","2014",175,0,0,"Calochortus spp.","LOW"
"P37",2014-07-01,"not blooming",0,"Calochortus","spp.","","","2014",182,0,0,"Calochortus spp.","LOW"
"P37",2014-07-13,"not blooming",0,"Calochortus","spp.","","","2014",194,0,0,"Calochortus spp.","LOW"
"N132",2013-06-30,"full bloom",1,"Calyptridium","umbellatum","","","2013",181,1,1,"Calyptridium umbellatum","MOD"
"N132",2013-07-14,"finishing bloom",1,"Calyptridium","umbellatum","","","2013",195,1,1,"Calyptridium umbellatum","MOD"
"N132",2013-07-20,"finishing bloom",1,"Calyptridium","umbellatum","","","2013",201,1,1,"Calyptridium umbellatum","MOD"
"N132",2013-08-01,"not blooming",0,"Calyptridium","umbellatum","","","2013",213,0,0,"Calyptridium umbellatum","MOD"
"N132",2014-06-14,"full bloom",2,"Calyptridium","umbellatum","","","2014",165,1,10,"Calyptridium umbellatum","MOD"
"N132",2014-06-25,"full bloom",1,"Calyptridium","umbellatum","","","2014",176,1,1,"Calyptridium umbellatum","MOD"
"N132",2014-07-04,"finishing bloom",1,"Calyptridium","umbellatum","","","2014",185,1,1,"Calyptridium umbellatum","MOD"
"N132",2014-07-14,"finishing bloom",1,"Calyptridium","umbellatum","","","2014",195,1,1,"Calyptridium umbellatum","MOD"
"N133",2013-07-08,"full bloom",2,"Calyptridium","umbellatum","","","2013",189,1,10,"Calyptridium umbellatum","HIGH"
"N133",2013-07-11,"full bloom",2,"Calyptridium","umbellatum","","","2013",192,1,10,"Calyptridium umbellatum","HIGH"
"N133",2013-07-23,"finishing bloom",1,"Calyptridium","umbellatum","","","2013",204,1,1,"Calyptridium umbellatum","HIGH"
"N133",2013-07-25,"not blooming",0,"Calyptridium","umbellatum","","","2013",206,0,0,"Calyptridium umbellatum","HIGH"
"N133",2014-06-18,"full bloom",1,"Calyptridium","umbellatum","","","2014",169,1,1,"Calyptridium umbellatum","HIGH"
"N133",2014-07-07,"not blooming",0,"Calyptridium","umbellatum","","","2014",188,0,0,"Calyptridium umbellatum","HIGH"
"N133",2014-07-10,"finishing bloom",1,"Calyptridium","umbellatum","","","2014",191,1,1,"Calyptridium umbellatum","HIGH"
"N133",2014-07-18,"not blooming",0,"Calyptridium","umbellatum","","","2014",199,0,0,"Calyptridium umbellatum","HIGH"
"N137",2013-07-09,"finishing bloom",1,"Calyptridium","umbellatum","","","2013",190,1,1,"Calyptridium umbellatum","HIGH"
"N137",2013-07-12,"finishing bloom",1,"Calyptridium","umbellatum","","","2013",193,1,1,"Calyptridium umbellatum","HIGH"
"N137",2013-07-24,"finishing bloom",1,"Calyptridium","umbellatum","","","2013",205,1,1,"Calyptridium umbellatum","HIGH"
"N137",2013-07-26,"finishing bloom",1,"Calyptridium","umbellatum","","","2013",207,1,1,"Calyptridium umbellatum","HIGH"
"N137",2014-06-19,"not blooming",0,"Calyptridium","umbellatum","","","2014",170,0,0,"Calyptridium umbellatum","HIGH"
"N137",2014-07-07,"full bloom",1,"Calyptridium","umbellatum","","","2014",188,1,1,"Calyptridium umbellatum","HIGH"
"N137",2014-07-10,"full bloom",1,"Calyptridium","umbellatum","","","2014",191,1,1,"Calyptridium umbellatum","HIGH"
"N137",2014-07-19,"full bloom",1,"Calyptridium","umbellatum","","","2014",200,1,1,"Calyptridium umbellatum","HIGH"
"P37",2013-06-28,"full bloom",1,"Calyptridium","umbellatum","","","2013",179,1,1,"Calyptridium umbellatum","LOW"
"P37",2013-07-13,"not blooming",0,"Calyptridium","umbellatum","","","2013",194,0,0,"Calyptridium umbellatum","LOW"
"P37",2013-07-19,"not blooming",0,"Calyptridium","umbellatum","","","2013",200,0,0,"Calyptridium umbellatum","LOW"
"P37",2013-07-30,"not blooming",0,"Calyptridium","umbellatum","","","2013",211,0,0,"Calyptridium umbellatum","LOW"
"P37",2014-06-13,"not blooming",0,"Calyptridium","umbellatum","","","2014",164,0,0,"Calyptridium umbellatum","LOW"
"P37",2014-06-24,"not blooming",0,"Calyptridium","umbellatum","","","2014",175,0,0,"Calyptridium umbellatum","LOW"
"P37",2014-07-01,"not blooming",0,"Calyptridium","umbellatum","","","2014",182,0,0,"Calyptridium umbellatum","LOW"
"P37",2014-07-13,"not blooming",0,"Calyptridium","umbellatum","","","2014",194,0,0,"Calyptridium umbellatum","LOW"
"L21",2013-06-26,"full bloom",2,"Castilleja","applegatei","ssp.","disticha","2013",177,1,10,"Castilleja applegatei ssp. disticha","MOD"
"L21",2013-07-13,"full bloom",2,"Castilleja","applegatei","ssp.","disticha","2013",194,1,10,"Castilleja applegatei ssp. disticha","MOD"
"L21",2013-07-17,"full bloom",2,"Castilleja","applegatei","ssp.","disticha","2013",198,1,10,"Castilleja applegatei ssp. disticha","MOD"
"L21",2013-07-30,"finishing bloom",1,"Castilleja","applegatei","ssp.","disticha","2013",211,1,1,"Castilleja applegatei ssp. disticha","MOD"
"L21",2014-06-12,"full bloom",1,"Castilleja","applegatei","ssp.","disticha","2014",163,1,1,"Castilleja applegatei ssp. disticha","MOD"
"L21",2014-06-22,"full bloom",3,"Castilleja","applegatei","ssp.","disticha","2014",173,1,100,"Castilleja applegatei ssp. disticha","MOD"
"L21",2014-07-03,"full bloom",2,"Castilleja","applegatei","ssp.","disticha","2014",184,1,10,"Castilleja applegatei ssp. disticha","MOD"
"L21",2014-07-13,"finishing bloom",2,"Castilleja","applegatei","ssp.","disticha","2014",194,1,10,"Castilleja applegatei ssp. disticha","MOD"
"N131",2013-06-30,"full bloom",2,"Castilleja","applegatei","ssp.","disticha","2013",181,1,10,"Castilleja applegatei ssp. disticha","LOW"
"N131",2013-07-14,"full bloom",2,"Castilleja","applegatei","ssp.","disticha","2013",195,1,10,"Castilleja applegatei ssp. disticha","LOW"
"N131",2013-07-20,"full bloom",2,"Castilleja","applegatei","ssp.","disticha","2013",201,1,10,"Castilleja applegatei ssp. disticha","LOW"
"N131",2013-08-01,"finishing bloom",2,"Castilleja","applegatei","ssp.","disticha","2013",213,1,10,"Castilleja applegatei ssp. disticha","LOW"
"N131",2014-06-14,"beginning to bloom to bloom",1,"Castilleja","applegatei","ssp.","disticha","2014",165,1,1,"Castilleja applegatei ssp. disticha","LOW"
"N131",2014-06-25,"full bloom",2,"Castilleja","applegatei","ssp.","disticha","2014",176,1,10,"Castilleja applegatei ssp. disticha","LOW"
"N131",2014-07-04,"full bloom",2,"Castilleja","applegatei","ssp.","disticha","2014",185,1,10,"Castilleja applegatei ssp. disticha","LOW"
"N131",2014-07-14,"full bloom",2,"Castilleja","applegatei","ssp.","disticha","2014",195,1,10,"Castilleja applegatei ssp. disticha","LOW"
"N135",2013-07-08,"full bloom",2,"Castilleja","applegatei","ssp.","disticha","2013",189,1,10,"Castilleja applegatei ssp. disticha","MOD"
"N135",2013-07-11,"full bloom",2,"Castilleja","applegatei","ssp.","disticha","2013",192,1,10,"Castilleja applegatei ssp. disticha","MOD"
"N135",2013-07-22,"finishing bloom",1,"Castilleja","applegatei","ssp.","disticha","2013",203,1,1,"Castilleja applegatei ssp. disticha","MOD"
"N135",2013-07-25,"finishing bloom",1,"Castilleja","applegatei","ssp.","disticha","2013",206,1,1,"Castilleja applegatei ssp. disticha","MOD"
"N135",2014-06-18,"not blooming",0,"Castilleja","applegatei","ssp.","disticha","2014",169,0,0,"Castilleja applegatei ssp. disticha","MOD"
"N135",2014-07-06,"full bloom",2,"Castilleja","applegatei","ssp.","disticha","2014",187,1,10,"Castilleja applegatei ssp. disticha","MOD"
"N135",2014-07-09,"finishing bloom",1,"Castilleja","applegatei","ssp.","disticha","2014",190,1,1,"Castilleja applegatei ssp. disticha","MOD"
"N135",2014-07-19,"not blooming",0,"Castilleja","applegatei","ssp.","disticha","2014",200,0,0,"Castilleja applegatei ssp. disticha","MOD"
"P310",2013-06-29,"full bloom",2,"Castilleja","applegatei","ssp.","disticha","2013",180,1,10,"Castilleja applegatei ssp. disticha","HIGH"
"P310",2013-07-13,"full bloom",2,"Castilleja","applegatei","ssp.","disticha","2013",194,1,10,"Castilleja applegatei ssp. disticha","HIGH"
"P310",2013-07-17,"full bloom",2,"Castilleja","applegatei","ssp.","disticha","2013",198,1,10,"Castilleja applegatei ssp. disticha","HIGH"
"P310",2013-07-31,"finishing bloom",1,"Castilleja","applegatei","ssp.","disticha","2013",212,1,1,"Castilleja applegatei ssp. disticha","HIGH"
"P310",2014-06-12,"not blooming",0,"Castilleja","applegatei","ssp.","disticha","2014",163,0,0,"Castilleja applegatei ssp. disticha","HIGH"
"P310",2014-06-24,"not blooming",0,"Castilleja","applegatei","ssp.","disticha","2014",175,0,0,"Castilleja applegatei ssp. disticha","HIGH"
"P310",2014-07-01,"not blooming",0,"Castilleja","applegatei","ssp.","disticha","2014",182,0,0,"Castilleja applegatei ssp. disticha","HIGH"
"P310",2014-07-13,"not blooming",0,"Castilleja","applegatei","ssp.","disticha","2014",194,0,0,"Castilleja applegatei ssp. disticha","HIGH"
"L21",2013-06-26,"full bloom",2,"Ceanothus","cordulatus","","","2013",177,1,10,"Ceanothus cordulatus","MOD"
"L21",2013-07-13,"not blooming",0,"Ceanothus","cordulatus","","","2013",194,0,0,"Ceanothus cordulatus","MOD"
"L21",2013-07-17,"not blooming",0,"Ceanothus","cordulatus","","","2013",198,0,0,"Ceanothus cordulatus","MOD"
"L21",2013-07-30,"not blooming",0,"Ceanothus","cordulatus","","","2013",211,0,0,"Ceanothus cordulatus","MOD"
"L21",2014-06-12,"full bloom",5,"Ceanothus","cordulatus","","","2014",163,1,10000,"Ceanothus cordulatus","MOD"
"L21",2014-06-22,"finishing bloom",4,"Ceanothus","cordulatus","","","2014",173,1,1000,"Ceanothus cordulatus","MOD"
"L21",2014-07-03,"finishing bloom",4,"Ceanothus","cordulatus","","","2014",184,1,1000,"Ceanothus cordulatus","MOD"
"L21",2014-07-13,"not blooming",0,"Ceanothus","cordulatus","","","2014",194,0,0,"Ceanothus cordulatus","MOD"
"L24",2014-06-13,"full bloom",3,"Ceanothus","cordulatus","","","2014",164,1,100,"Ceanothus cordulatus","HIGH"
"L24",2014-06-23,"not blooming",0,"Ceanothus","cordulatus","","","2014",174,0,0,"Ceanothus cordulatus","HIGH"
"L24",2014-07-02,"not blooming",0,"Ceanothus","cordulatus","","","2014",183,0,0,"Ceanothus cordulatus","HIGH"
"L24",2014-07-13,"not blooming",0,"Ceanothus","cordulatus","","","2014",194,0,0,"Ceanothus cordulatus","HIGH"
"N131",2013-06-30,"finishing bloom",3,"Ceanothus","cordulatus","","","2013",181,1,100,"Ceanothus cordulatus","LOW"
"N131",2013-07-14,"not blooming",0,"Ceanothus","cordulatus","","","2013",195,0,0,"Ceanothus cordulatus","LOW"
"N131",2013-07-20,"not blooming",0,"Ceanothus","cordulatus","","","2013",201,0,0,"Ceanothus cordulatus","LOW"
"N131",2013-08-01,"not blooming",0,"Ceanothus","cordulatus","","","2013",213,0,0,"Ceanothus cordulatus","LOW"
"N131",2014-06-14,"full bloom",5,"Ceanothus","cordulatus","","","2014",165,1,10000,"Ceanothus cordulatus","LOW"
"N131",2014-06-25,"full bloom",4,"Ceanothus","cordulatus","","","2014",176,1,1000,"Ceanothus cordulatus","LOW"
"N131",2014-07-04,"finishing bloom",5,"Ceanothus","cordulatus","","","2014",185,1,10000,"Ceanothus cordulatus","LOW"
"N131",2014-07-14,"finishing bloom",2,"Ceanothus","cordulatus","","","2014",195,1,10,"Ceanothus cordulatus","LOW"
"N133",2013-07-08,"not blooming",0,"Ceanothus","cordulatus","","","2013",189,0,0,"Ceanothus cordulatus","HIGH"
"N133",2013-07-11,"not blooming",0,"Ceanothus","cordulatus","","","2013",192,0,0,"Ceanothus cordulatus","HIGH"
"N133",2013-07-23,"not blooming",0,"Ceanothus","cordulatus","","","2013",204,0,0,"Ceanothus cordulatus","HIGH"
"N133",2013-07-25,"not blooming",0,"Ceanothus","cordulatus","","","2013",206,0,0,"Ceanothus cordulatus","HIGH"
"N133",2014-06-18,"finishing bloom",5,"Ceanothus","cordulatus","","","2014",169,1,10000,"Ceanothus cordulatus","HIGH"
"N133",2014-07-07,"finishing bloom",3,"Ceanothus","cordulatus","","","2014",188,1,100,"Ceanothus cordulatus","HIGH"
"N133",2014-07-10,"finishing bloom",1,"Ceanothus","cordulatus","","","2014",191,1,1,"Ceanothus cordulatus","HIGH"
"N133",2014-07-18,"not blooming",4,"Ceanothus","cordulatus","","","2014",199,1,1000,"Ceanothus cordulatus","HIGH"
"N134",2014-06-17,"full bloom",4,"Ceanothus","cordulatus","","","2014",168,1,1000,"Ceanothus cordulatus","MOD"
"N134",2014-07-06,"not blooming",0,"Ceanothus","cordulatus","","","2014",187,0,0,"Ceanothus cordulatus","MOD"
"N134",2014-07-09,"not blooming",0,"Ceanothus","cordulatus","","","2014",190,0,0,"Ceanothus cordulatus","MOD"
"N134",2014-07-17,"not blooming",0,"Ceanothus","cordulatus","","","2014",198,0,0,"Ceanothus cordulatus","MOD"
"N135",2014-06-18,"full bloom",2,"Ceanothus","cordulatus","","","2014",169,1,10,"Ceanothus cordulatus","MOD"
"N135",2014-07-06,"not blooming",0,"Ceanothus","cordulatus","","","2014",187,0,0,"Ceanothus cordulatus","MOD"
"N135",2014-07-09,"not blooming",0,"Ceanothus","cordulatus","","","2014",190,0,0,"Ceanothus cordulatus","MOD"
"N135",2014-07-19,"not blooming",0,"Ceanothus","cordulatus","","","2014",200,0,0,"Ceanothus cordulatus","MOD"
"N137",2013-07-09,"not blooming",0,"Ceanothus","cordulatus","","","2013",190,0,0,"Ceanothus cordulatus","HIGH"
"N137",2013-07-12,"not blooming",0,"Ceanothus","cordulatus","","","2013",193,0,0,"Ceanothus cordulatus","HIGH"
"N137",2013-07-24,"not blooming",0,"Ceanothus","cordulatus","","","2013",205,0,0,"Ceanothus cordulatus","HIGH"
"N137",2013-07-26,"not blooming",0,"Ceanothus","cordulatus","","","2013",207,0,0,"Ceanothus cordulatus","HIGH"
"N137",2014-06-19,"finishing bloom",2,"Ceanothus","cordulatus","","","2014",170,1,10,"Ceanothus cordulatus","HIGH"
"N137",2014-07-07,"finishing bloom",2,"Ceanothus","cordulatus","","","2014",188,1,10,"Ceanothus cordulatus","HIGH"
"N137",2014-07-10,"not blooming",0,"Ceanothus","cordulatus","","","2014",191,0,0,"Ceanothus cordulatus","HIGH"
"N137",2014-07-19,"not blooming",0,"Ceanothus","cordulatus","","","2014",200,0,0,"Ceanothus cordulatus","HIGH"
"P310",2013-06-29,"finishing bloom",2,"Ceanothus","cordulatus","","","2013",180,1,10,"Ceanothus cordulatus","HIGH"
"P310",2013-07-13,"not blooming",0,"Ceanothus","cordulatus","","","2013",194,0,0,"Ceanothus cordulatus","HIGH"
